,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
12445,HH012446,298.1,2.0,house,municipal,44.87,296.61,No,Rural,High,2.0,10.35,No
12451,HH012452,270.45,5.0,house,municipal,40.81,264.71,No,Suburban,Medium,4.0,3.88,No
12452,HH012453,227.46,5.0,apartment,municipal,37.2,230.25,No,Suburban,Medium,2.0,10.05,No
12465,HH012466,185.57,2.0,house,municipal,28.6,182.31,No,Urban,Low,1,15.51,No
12478,HH012479,226.7,3,apartment,well,32.26,233.38,No,Urban,Low,2.0,10.93,No
12480,HH012481,188.16,7.0,house,rainwater harvesting,29.57,192.19,No,Urban,Medium,1,10.11,No
12484,HH012485,146.89,3,apartment,borewell,20.44,147.67,No,Urban,Medium,1,6.02,No
12493,HH012494,128.27,3,apartment,municipal,18.9,125.67,No,Urban,Medium,1,8.05,No
12494,HH012495,205.33,1.0,apartment,municipal,31.4,200.89,No,Urban,Medium,1,7.9,Yes
12498,HH012499,190.77,3,apartment,municipal,27.3,181.73,No,Urban,Medium,1.0,7.79,Yes
12499,HH012500,142.11,3.0,house,municipal,21.1,142.41,No,Urban,Medium,2.0,8.12,No
12501,HH012502,149.1,3.0,apartment,borewell,20.25,143.86,No,Urban,Medium,1.0,10.25,No
12507,HH012508,177.84,3,apartment,municipal,27.03,178.96,No,Urban,High,1,3.0,No
12516,HH012517,224.29,5.0,apartment,municipal,35.05,224.08,No,Urban,Medium,1,3.0,No
12518,HH012519,244.42,4.0,apartment,municipal,40.24,234.76,No,Suburban,Medium,1.0,7.58,No
12528,HH012529,237.6,2.0,house,municipal,38.34,225.99,No,Urban,High,1.0,7.97,No
12529,HH012530,201.03,3,apartment,municipal,32.02,200.19,No,Urban,Medium,1,3.25,No
12543,HH012544,186.67,3,apartment,municipal,26.31,184.91,No,Urban,High,1,3.0,No
12547,HH012548,208.38,6.0,apartment,municipal,32.87,213.72,No,Urban,Medium,1,9.83,No
12551,HH012552,120.46,3.0,house,municipal,16.61,118.46,No,Suburban,Low,1,6.99,No
12557,HH012558,199.61,6.0,house,borewell,32.19,206.07,No,Urban,Medium,1,8.29,No
12558,HH012559,143.92,3,apartment,municipal,21.35,149.06,No,Urban,Medium,1,12.32,Yes
12562,HH012563,179.14,3.0,apartment,municipal,26.34,178.75,No,Urban,Medium,1.0,9.33,No
12564,HH012565,144.86,3.0,apartment,municipal,20.44,147.52,No,Suburban,Medium,1,9.2,No
12571,HH012572,213.36,4.0,house,municipal,29.27,212.38,No,Rural,Medium,1,9.73,No
12573,HH012574,117.06,4.0,apartment,municipal,15.91,116.99,No,Urban,Medium,1.0,6.79,No
12577,HH012578,197.56,3.0,apartment,borewell,28.54,203.73,No,Suburban,Medium,1,11.77,No
12583,HH012584,280.64,4.0,apartment,municipal,45.45,285.11,No,Urban,Medium,1,10.47,No
12588,HH012589,119.67,5.0,apartment,municipal,18.88,129.27,No,Rural,Low,1.0,8.59,No
12594,HH012595,273.37,3.0,house,municipal,44.63,270.87,No,Suburban,Medium,2.0,10.19,No
12601,HH012602,193.85,6.0,apartment,municipal,26.19,191.64,No,Urban,Low,1.0,7.15,No
12603,HH012604,182.66,4.0,apartment,municipal,27.59,183.2,No,Suburban,Medium,2.0,11.1,No
12607,HH012608,239.76,3,apartment,municipal,32.46,246.95,No,Rural,Low,1.0,8.27,No
12621,HH012622,198.58,7.0,apartment,municipal,32.55,192.48,No,Urban,Low,1,9.12,No
12623,HH012624,197.77,6.0,apartment,borewell,30.36,194.26,No,Urban,High,1.0,4.96,No
12637,HH012638,242.72,5.0,apartment,municipal,39.95,250.83,No,Urban,Medium,1.0,11.89,No
12643,HH012644,252.44,3.0,apartment,municipal,39.33,252.8,No,Suburban,Medium,1,7.57,No
12668,HH012669,225.11,3,apartment,municipal,30.5,219.31,No,Urban,Medium,2.0,8.53,No
12672,HH012673,184.47,3,apartment,municipal,26.71,178.85,No,Urban,Medium,2.0,7.96,No
12675,HH012676,217.82,3,apartment,borewell,34.98,223.84,No,Urban,Medium,2.0,8.2,No
12678,HH012679,251.94,2.0,apartment,municipal,38.75,258.92,No,Urban,High,1,15.6,No
12684,HH012685,155.32,3.0,apartment,rainwater harvesting,25.16,150.08,No,Suburban,Medium,2.0,8.77,No
12694,HH012695,165.83,6.0,apartment,municipal,25.43,165.13,Yes,Urban,Medium,2.0,11.63,No
12695,HH012696,255.43,2.0,apartment,municipal,39.28,257.15,No,Urban,Medium,1,6.42,No
12709,HH012710,239.17,1.0,apartment,municipal,34.13,226.64,No,Urban,Medium,1.0,13.78,No
12719,HH012720,152.92,4.0,house,municipal,22.98,155.41,No,Urban,Low,1.0,10.04,No
12721,HH012722,189.36,6.0,house,municipal,30.22,190.39,No,Suburban,Medium,3.0,9.29,No
12722,HH012723,151.93,6.0,apartment,municipal,24.65,151.08,No,Urban,Medium,1,10.94,No
12724,HH012725,234.39,3,apartment,municipal,34.47,234.14,No,Urban,Medium,2.0,3.0,No
12730,HH012731,112.11,3,apartment,municipal,15.46,118.4,No,Urban,Medium,2.0,7.05,No
12734,HH012735,179.77,4.0,apartment,municipal,24.34,171.15,No,Suburban,Medium,1.0,15.3,No
12736,HH012737,161.51,3,apartment,municipal,23.78,161.57,No,Urban,Medium,1.0,8.25,No
12739,HH012740,247.02,3,apartment,municipal,36.65,245.89,No,Urban,Medium,1,12.43,No
12743,HH012744,185.94,4.0,apartment,borewell,27.75,177.85,No,Urban,Medium,2.0,9.46,No
12744,HH012745,215.33,3.0,apartment,municipal,35.43,213.84,No,Urban,Medium,1.0,11.98,No
12745,HH012746,199.25,2.0,house,municipal,30.24,203.16,No,Urban,High,1.0,8.55,No
12747,HH012748,160.19,2.0,house,municipal,21.79,166.63,No,Urban,Medium,1.0,5.33,No
12748,HH012749,207.3,3.0,apartment,municipal,32.71,205.79,No,Urban,Medium,1,9.33,No
12749,HH012750,178.59,5.0,apartment,municipal,27.81,181.84,No,Rural,Medium,3.0,6.36,No
12753,HH012754,211.01,3,house,municipal,31.36,208.14,No,Suburban,Medium,1,10.56,No
12756,HH012757,221.1,3,apartment,rainwater harvesting,35.42,229.56,No,Urban,Medium,1,7.06,No
12772,HH012773,235.06,3,apartment,municipal,35.92,232.62,No,Suburban,Medium,1,8.93,No
12782,HH012783,219.99,3,apartment,municipal,34.69,229.08,No,Urban,Medium,2.0,8.68,No
12784,HH012785,181.56,3.0,house,borewell,26.89,186.8,No,Urban,Low,2.0,9.82,No
12787,HH012788,98.28,6.0,apartment,municipal,15.68,100.47,No,Rural,Medium,3.0,11.41,No
12799,HH012800,280.35,6.0,apartment,municipal,43.97,269.91,No,Rural,Medium,1,8.19,No
12812,HH012813,208.52,3.0,apartment,municipal,33.59,204.19,No,Suburban,Low,1,11.28,No
12820,HH012821,271.58,3,house,borewell,40.43,266.15,No,Suburban,Medium,1,5.85,No
12827,HH012828,126.6,3,apartment,well,18.3,120.06,No,Urban,Low,1.0,7.82,No
12828,HH012829,222.96,4.0,apartment,municipal,35.4,223.3,No,Urban,Medium,1,3.0,No
12829,HH012830,144.99,3,apartment,municipal,21.22,145.2,No,Suburban,High,1,3.0,No
12831,HH012832,166.44,7.0,apartment,municipal,26.43,170.49,No,Urban,Medium,1.0,8.72,No
12841,HH012842,141.64,2.0,house,municipal,20.96,144.6,No,Urban,Medium,1.0,10.94,No
12844,HH012845,307.86,4.0,apartment,municipal,42.3,304.57,No,Urban,Low,1,4.8,Yes
12850,HH012851,259.46,6.0,apartment,municipal,39.17,269.89,No,Rural,Medium,1,8.7,No
12863,HH012864,127.27,3.0,house,municipal,20.45,126.79,No,Suburban,Medium,2.0,6.73,No
12874,HH012875,136.34,3,apartment,municipal,20.95,143.12,No,Urban,Low,1.0,7.31,Yes
12877,HH012878,240.88,2.0,apartment,municipal,38.95,231.7,No,Urban,Medium,2.0,4.26,No
12880,HH012881,215.34,5.0,apartment,borewell,29.72,218.06,Yes,Urban,Medium,2.0,8.39,No
12881,HH012882,93.34,3.0,apartment,municipal,13.82,83.94,No,Rural,Medium,1,9.41,No
12886,HH012887,218.45,3.0,apartment,borewell,32.0,221.45,No,Urban,Low,2.0,6.61,No
12888,HH012889,206.04,5.0,apartment,municipal,30.4,203.49,No,Rural,High,1,9.04,No
12894,HH012895,182.58,3,apartment,municipal,27.19,183.24,No,Urban,Medium,1,7.95,No
12901,HH012902,195.0,5.0,house,municipal,28.07,198.22,No,Suburban,Medium,4.0,11.22,No
12906,HH012907,196.78,6.0,apartment,municipal,29.61,194.91,No,Urban,Low,1.0,6.75,No
12912,HH012913,287.07,6.0,house,municipal,39.04,292.31,No,Urban,Medium,1.0,5.68,No
12920,HH012921,143.22,4.0,apartment,municipal,22.94,149.88,No,Urban,Medium,3.0,12.99,No
12924,HH012925,222.24,5.0,apartment,municipal,33.71,224.36,No,Urban,High,1,11.52,No
12931,HH012932,168.74,3.0,house,municipal,24.31,168.73,No,Urban,High,3.0,8.22,No
12947,HH012948,151.29,7.0,house,municipal,24.35,150.42,No,Urban,Low,3.0,9.57,No
12952,HH012953,305.89,3,house,municipal,49.81,303.08,No,Urban,Low,3.0,5.41,No
12953,HH012954,138.77,4.0,apartment,municipal,21.76,135.1,No,Urban,Low,1,4.64,No
12959,HH012960,136.44,2.0,apartment,municipal,18.73,135.5,No,Suburban,Medium,1,7.82,No
12969,HH012970,212.05,6.0,apartment,borewell,31.88,210.98,No,Suburban,Medium,2.0,14.55,No
12980,HH012981,135.93,3,house,borewell,21.17,135.7,No,Urban,Low,3.0,8.62,Yes
12982,HH012983,154.79,3.0,apartment,municipal,23.41,158.54,No,Urban,Medium,1,8.11,No
12993,HH012994,84.76,7.0,apartment,municipal,13.06,86.32,Yes,Suburban,Medium,2.0,5.45,No
12998,HH012999,277.14,3,house,municipal,45.03,279.7,No,Urban,Low,1,8.23,No
13001,HH013002,226.37,6.0,house,municipal,31.55,226.73,No,Urban,Low,1.0,14.24,Yes
13004,HH013005,192.59,2.0,apartment,municipal,31.56,203.2,No,Urban,Medium,1.0,3.6,No
13017,HH013018,253.76,3.0,apartment,municipal,36.57,251.84,No,Rural,Low,1,9.4,No
13018,HH013019,182.93,5.0,apartment,municipal,27.22,182.49,No,Urban,Low,3.0,4.72,No
13035,HH013036,242.72,1.0,apartment,municipal,36.45,245.36,No,Urban,Medium,3.0,14.36,No
13037,HH013038,168.53,5.0,apartment,municipal,27.07,175.23,No,Urban,Medium,2.0,7.07,No
13048,HH013049,197.71,3.0,house,borewell,30.55,192.95,No,Rural,Low,2.0,8.2,No
13058,HH013059,192.35,3.0,apartment,municipal,28.56,191.31,Yes,Urban,Low,3.0,6.23,No
13064,HH013065,203.3,5.0,apartment,municipal,30.41,204.71,No,Urban,Medium,1.0,11.99,No
13068,HH013069,150.37,3,apartment,municipal,23.86,143.7,No,Urban,Low,1.0,11.68,No
13071,HH013072,222.82,3,house,municipal,31.21,225.94,No,Urban,High,1.0,5.99,No
13072,HH013073,234.92,5.0,apartment,municipal,34.91,236.49,No,Urban,Medium,3.0,14.38,No
13085,HH013086,178.9,4.0,apartment,municipal,27.59,179.75,No,Rural,Medium,1.0,11.7,No
13087,HH013088,176.23,3,apartment,municipal,26.12,173.19,No,Urban,Low,1,9.78,No
13092,HH013093,222.57,3.0,apartment,rainwater harvesting,34.11,216.42,No,Suburban,Medium,3.0,4.25,No
13099,HH013100,201.97,3,apartment,municipal,30.5,210.39,No,Urban,Low,2.0,6.38,Yes
13103,HH013104,128.68,3,apartment,municipal,17.61,116.71,No,Suburban,Medium,1,3.29,No
13104,HH013105,217.92,3,apartment,municipal,31.81,223.57,No,Urban,Medium,2.0,6.07,No
13108,HH013109,172.66,5.0,apartment,municipal,26.89,170.84,No,Suburban,Medium,2.0,5.45,No
13111,HH013112,216.38,5.0,apartment,municipal,34.02,216.48,No,Suburban,Medium,1.0,8.18,No
13131,HH013132,260.81,4.0,house,borewell,41.96,263.62,No,Urban,Medium,2.0,3.74,No
13134,HH013135,192.36,3.0,house,borewell,27.94,199.04,No,Urban,Low,1.0,6.12,No
13138,HH013139,230.5,2.0,house,borewell,37.39,218.19,No,Urban,Medium,2.0,8.93,No
13139,HH013140,192.78,3,apartment,municipal,27.08,199.4,No,Suburban,Low,2.0,8.91,No
13140,HH013141,201.68,2.0,apartment,municipal,27.23,202.31,No,Urban,Medium,1.0,6.84,No
13146,HH013147,217.49,7.0,apartment,municipal,30.19,218.38,No,Rural,Medium,1,8.42,No
13158,HH013159,122.77,4.0,apartment,municipal,18.75,122.94,No,Suburban,Medium,1.0,12.07,No
13159,HH013160,257.61,3,apartment,rainwater harvesting,40.2,259.1,No,Urban,Medium,3.0,5.07,Yes
13160,HH013161,195.92,1.0,apartment,municipal,31.53,203.32,No,Suburban,Medium,2.0,6.77,No
13175,HH013176,256.45,3.0,house,well,40.11,257.97,No,Urban,High,2.0,9.78,No
13179,HH013180,211.71,5.0,apartment,municipal,30.47,225.93,No,Urban,Medium,1.0,7.8,No
13181,HH013182,143.9,5.0,apartment,rainwater harvesting,20.59,140.11,No,Urban,Medium,1,10.58,No
13197,HH013198,230.92,8.0,house,municipal,37.38,230.43,No,Urban,Medium,1,10.14,Yes
13223,HH013224,191.82,6.0,apartment,municipal,29.66,194.92,No,Urban,Low,1,8.6,No
13224,HH013225,252.22,3,apartment,municipal,41.27,250.47,No,Urban,Low,2.0,6.6,No
13229,HH013230,231.27,3.0,apartment,municipal,33.03,232.39,Yes,Urban,Medium,1.0,6.74,Yes
13230,HH013231,119.76,5.0,apartment,municipal,19.16,119.29,No,Suburban,High,2.0,7.18,No
13232,HH013233,219.02,3,apartment,municipal,35.82,220.25,No,Rural,Low,1,9.51,No
13234,HH013235,265.51,5.0,apartment,borewell,42.8,270.92,No,Rural,High,4.0,4.56,No
13239,HH013240,212.8,4.0,house,rainwater harvesting,31.59,208.87,No,Urban,Medium,1,9.36,No
13240,HH013241,113.49,3.0,apartment,municipal,17.98,115.35,No,Urban,Medium,2.0,9.35,No
13243,HH013244,99.25,3.0,apartment,municipal,13.93,111.32,No,Urban,Medium,1.0,4.78,No
13250,HH013251,173.5,3.0,apartment,municipal,25.47,175.81,No,Urban,Medium,1.0,9.05,No
13252,HH013253,154.59,8.0,apartment,municipal,21.63,160.45,No,Urban,Medium,1.0,3.94,No
13254,HH013255,189.1,6.0,apartment,municipal,25.84,192.55,No,Rural,Medium,1,6.52,No
13256,HH013257,292.76,3,apartment,municipal,41.82,282.88,No,Urban,Medium,2.0,9.03,No
13262,HH013263,183.96,3,apartment,municipal,28.94,183.3,No,Urban,Low,1.0,12.64,No
13265,HH013266,256.31,2.0,apartment,municipal,40.09,260.79,No,Urban,Low,4.0,9.12,No
13293,HH013294,236.28,3.0,apartment,municipal,32.91,232.63,No,Urban,Medium,2.0,8.48,No
13300,HH013301,207.85,3,apartment,municipal,31.01,203.67,No,Urban,Medium,3.0,8.34,No
13301,HH013302,203.43,3,apartment,municipal,29.85,199.69,No,Urban,Medium,1,7.9,No
13302,HH013303,172.8,3,apartment,municipal,26.18,176.77,No,Rural,Medium,1,4.94,No
13304,HH013305,106.86,3,apartment,rainwater harvesting,17.49,110.27,Yes,Urban,Medium,1.0,10.04,No
13317,HH013318,220.2,3,apartment,municipal,35.53,216.74,No,Suburban,Low,1.0,10.51,No
13320,HH013321,162.79,3,apartment,municipal,22.8,161.91,No,Rural,High,1.0,7.46,No
13322,HH013323,268.55,3.0,apartment,well,39.01,269.85,No,Rural,Low,1.0,7.3,No
13329,HH013330,221.75,2.0,apartment,municipal,30.67,233.78,No,Urban,Low,2.0,6.78,No
13332,HH013333,224.44,3,apartment,well,33.01,225.47,No,Rural,Medium,1,7.27,No
13334,HH013335,250.17,4.0,apartment,municipal,39.43,242.77,No,Suburban,Medium,1.0,3.0,No
13335,HH013336,263.28,3.0,house,municipal,36.31,257.9,No,Urban,Medium,1,10.55,No
13336,HH013337,190.4,3,apartment,municipal,25.75,189.47,No,Rural,Medium,3.0,7.39,No
13343,HH013344,191.23,2.0,apartment,municipal,29.62,196.17,No,Suburban,High,1.0,7.84,No
13353,HH013354,246.93,3,apartment,borewell,36.4,238.49,No,Urban,Medium,3.0,7.34,No
13358,HH013359,124.63,3.0,apartment,municipal,20.21,124.8,No,Urban,High,2.0,4.93,No
13362,HH013363,158.68,3,apartment,municipal,22.87,158.36,No,Rural,Low,1.0,4.77,No
13366,HH013367,182.6,3.0,apartment,municipal,26.43,180.5,No,Urban,Medium,2.0,8.69,No
13368,HH013369,190.54,3.0,apartment,municipal,29.81,194.85,No,Urban,Medium,1,13.08,No
13369,HH013370,192.19,4.0,apartment,municipal,28.54,206.06,No,Rural,Medium,1.0,8.34,No
13379,HH013380,227.97,8.0,apartment,borewell,32.76,222.06,No,Urban,Medium,2.0,11.25,No
13382,HH013383,226.3,4.0,house,rainwater harvesting,30.57,228.7,No,Urban,Low,2.0,7.74,No
13394,HH013395,218.0,2.0,house,municipal,29.89,209.39,No,Urban,Medium,4.0,4.79,No
13401,HH013402,151.11,2.0,apartment,municipal,22.95,146.2,No,Urban,High,3.0,10.42,No
13414,HH013415,193.64,3,house,rainwater harvesting,29.35,199.56,No,Suburban,Low,1,9.59,No
13417,HH013418,147.18,8.0,house,municipal,22.14,140.54,No,Suburban,High,1,5.84,No
13418,HH013419,208.19,5.0,house,well,31.16,206.02,No,Urban,Medium,1,13.21,No
13423,HH013424,186.15,3,apartment,municipal,27.09,184.48,No,Suburban,Low,2.0,6.44,No
13438,HH013439,246.72,3.0,apartment,municipal,39.66,242.3,No,Urban,Medium,3.0,11.09,No
13450,HH013451,241.11,3,apartment,well,37.0,251.13,No,Urban,Medium,1.0,3.68,Yes
13459,HH013460,197.35,3.0,house,municipal,27.28,197.08,No,Suburban,Medium,1.0,8.83,No
13464,HH013465,213.03,3,apartment,municipal,31.02,203.8,No,Rural,Medium,1.0,6.25,No
13465,HH013466,265.88,4.0,house,municipal,42.54,253.69,No,Urban,Medium,1.0,8.94,Yes
13467,HH013468,202.89,3,house,borewell,30.29,200.58,Yes,Suburban,Medium,1,3.0,No
13468,HH013469,231.99,3.0,house,municipal,37.89,236.03,No,Urban,Medium,1.0,6.64,No
13475,HH013476,220.08,5.0,apartment,rainwater harvesting,35.64,224.66,No,Urban,Medium,3.0,3.0,No
13482,HH013483,272.01,3,apartment,municipal,43.44,280.76,No,Urban,Medium,2.0,12.15,No
13494,HH013495,213.99,3.0,apartment,municipal,30.6,206.75,No,Urban,Medium,1.0,9.44,No
13497,HH013498,264.31,2.0,apartment,borewell,41.34,266.7,No,Urban,Medium,1.0,14.17,No
13504,HH013505,235.89,3,house,rainwater harvesting,32.92,232.55,No,Urban,Low,2.0,6.86,No
13511,HH013512,176.34,2.0,apartment,municipal,25.72,184.79,No,Urban,Medium,2.0,8.65,No
13516,HH013517,222.66,2.0,apartment,municipal,36.14,231.4,No,Urban,Medium,3.0,5.95,No
13519,HH013520,171.53,2.0,apartment,municipal,24.82,177.19,No,Urban,Medium,2.0,5.23,No
13522,HH013523,263.89,4.0,house,well,39.62,264.72,No,Urban,Medium,1,9.74,No
13525,HH013526,235.35,3,apartment,borewell,35.87,243.49,No,Suburban,High,1.0,8.77,No
13529,HH013530,228.33,3.0,house,municipal,34.48,230.63,No,Urban,Medium,1.0,9.19,No
13530,HH013531,231.89,5.0,house,municipal,35.97,227.26,No,Urban,Low,1.0,5.5,No
13531,HH013532,243.5,3.0,apartment,rainwater harvesting,37.16,245.38,No,Suburban,Medium,2.0,8.91,No
13549,HH013550,238.21,3,apartment,municipal,38.23,240.64,No,Urban,Low,1.0,10.05,No
13550,HH013551,239.52,4.0,house,municipal,36.62,236.32,No,Rural,Medium,1,5.1,No
13551,HH013552,208.48,4.0,house,municipal,32.77,210.11,No,Urban,High,3.0,6.07,No
13568,HH013569,169.77,3,apartment,municipal,26.48,168.24,No,Urban,Low,2.0,9.41,No
13587,HH013588,221.38,7.0,apartment,municipal,34.92,221.74,No,Rural,Medium,2.0,10.46,No
13588,HH013589,164.78,2.0,apartment,municipal,23.39,165.55,No,Rural,Medium,2.0,9.22,No
13597,HH013598,236.67,5.0,apartment,municipal,38.89,232.88,No,Suburban,Medium,1,5.8,No
13604,HH013605,245.44,4.0,apartment,municipal,39.08,241.5,No,Rural,High,2.0,5.2,No
13611,HH013612,159.12,4.0,house,municipal,25.64,160.72,No,Rural,Medium,1.0,7.53,No
13612,HH013613,147.25,5.0,house,borewell,22.6,153.92,No,Rural,High,1.0,8.69,No
13613,HH013614,163.99,5.0,apartment,municipal,23.16,155.61,No,Urban,Low,1,3.0,No
13615,HH013616,206.81,4.0,apartment,municipal,33.64,211.72,No,Rural,Medium,1,10.7,No
13625,HH013626,269.4,2.0,house,municipal,41.74,276.83,No,Suburban,Low,1,4.24,No
13631,HH013632,110.75,4.0,apartment,borewell,15.83,113.58,No,Urban,Medium,2.0,10.26,No
13633,HH013634,198.76,4.0,apartment,municipal,31.89,205.7,No,Urban,High,2.0,7.72,No
13637,HH013638,125.81,4.0,apartment,municipal,18.05,124.62,No,Urban,High,1,5.24,No
13638,HH013639,283.9,3,house,municipal,40.74,288.01,No,Urban,Low,1.0,9.76,No
13643,HH013644,134.77,3.0,house,municipal,21.48,140.92,No,Urban,Medium,2.0,3.0,No
13644,HH013645,264.25,3,house,municipal,36.81,265.21,No,Urban,High,1.0,12.13,No
13656,HH013657,302.74,2.0,house,municipal,47.47,301.77,No,Urban,Low,1,7.41,Yes
13658,HH013659,208.48,4.0,apartment,borewell,31.57,201.06,No,Suburban,Low,2.0,7.24,No
13668,HH013669,201.64,4.0,apartment,municipal,32.31,202.83,No,Urban,Medium,1,8.51,No
13678,HH013679,270.47,3,house,municipal,44.42,268.71,No,Urban,High,1.0,8.11,No
13686,HH013687,245.38,3.0,apartment,municipal,38.69,245.52,No,Suburban,Low,1,5.75,No
13689,HH013690,240.2,3,apartment,borewell,38.6,237.69,Yes,Rural,Medium,2.0,8.53,No
13691,HH013692,165.57,3,apartment,municipal,23.54,167.65,No,Suburban,Medium,1,6.33,No
13692,HH013693,289.99,3,apartment,borewell,45.83,281.48,No,Urban,Medium,2.0,3.0,No
13693,HH013694,172.53,2.0,apartment,municipal,27.82,178.38,No,Urban,High,4.0,6.73,No
13700,HH013701,165.72,1.0,house,municipal,27.27,160.29,No,Urban,Medium,2.0,4.02,No
13717,HH013718,241.05,3,house,rainwater harvesting,33.11,242.55,No,Urban,Medium,2.0,7.46,No
13719,HH013720,123.62,4.0,apartment,municipal,17.58,118.22,No,Urban,Medium,3.0,9.33,No
13723,HH013724,315.6,7.0,house,municipal,42.97,313.99,No,Suburban,Medium,1,14.79,No
13738,HH013739,195.37,3,apartment,municipal,27.98,202.21,No,Urban,Medium,1,7.23,No
13741,HH013742,150.44,3.0,apartment,rainwater harvesting,20.56,154.37,No,Suburban,Medium,2.0,12.33,No
13747,HH013748,235.01,3.0,apartment,municipal,36.13,241.39,No,Suburban,Medium,2.0,8.44,No
13748,HH013749,311.02,1.0,house,borewell,48.7,320.86,No,Rural,Low,1,3.57,No
13751,HH013752,197.26,3,apartment,municipal,30.37,197.12,No,Urban,High,1.0,7.54,No
13752,HH013753,178.95,3,apartment,municipal,25.13,179.87,No,Suburban,Medium,1,5.95,No
13758,HH013759,235.92,7.0,house,borewell,35.57,240.0,No,Urban,High,1.0,3.45,No
13766,HH013767,161.66,7.0,house,municipal,23.31,167.46,No,Urban,Low,3.0,7.28,No
13770,HH013771,215.01,3,apartment,municipal,29.55,211.62,No,Suburban,Medium,1.0,8.59,No
13775,HH013776,168.31,3.0,house,municipal,27.3,175.2,No,Urban,Low,2.0,3.0,No
13788,HH013789,240.92,5.0,apartment,municipal,32.64,238.87,No,Urban,Low,4.0,5.13,No
13789,HH013790,185.3,2.0,house,municipal,28.1,185.57,No,Suburban,Medium,2.0,10.74,No
13791,HH013792,222.04,3,apartment,borewell,32.03,220.62,No,Urban,Medium,2.0,10.51,No
13808,HH013809,279.28,3,apartment,municipal,44.98,281.31,No,Suburban,Medium,1,9.7,Yes
13812,HH013813,214.4,3.0,apartment,rainwater harvesting,33.76,215.75,No,Urban,Medium,2.0,8.88,No
13823,HH013824,237.84,3.0,apartment,municipal,38.31,236.33,No,Urban,High,1,8.0,No
13829,HH013830,134.09,3.0,house,municipal,22.05,128.08,No,Urban,High,4.0,11.97,No
13831,HH013832,213.72,6.0,house,municipal,35.0,209.9,No,Urban,Low,1.0,6.59,No
13833,HH013834,251.36,4.0,apartment,municipal,33.97,252.92,No,Rural,High,1.0,12.2,No
13838,HH013839,192.56,4.0,apartment,municipal,30.92,201.25,No,Suburban,High,1,5.23,No
13863,HH013864,205.56,3,house,municipal,30.12,202.91,No,Urban,Medium,2.0,6.55,No
13866,HH013867,235.92,4.0,house,municipal,35.51,238.13,No,Suburban,Medium,1,8.48,No
13867,HH013868,214.55,5.0,apartment,municipal,30.67,214.37,No,Urban,Medium,1.0,10.17,Yes
13868,HH013869,233.33,4.0,apartment,municipal,34.51,228.29,No,Suburban,Low,1.0,9.01,No
13876,HH013877,84.31,3,house,municipal,12.42,94.46,No,Urban,Low,1,3.44,No
13879,HH013880,174.38,2.0,house,municipal,24.95,177.48,No,Urban,Medium,1,11.42,No
13886,HH013887,242.73,3.0,apartment,well,36.84,246.0,No,Rural,Low,3.0,6.78,No
13894,HH013895,223.21,6.0,house,municipal,34.27,219.72,No,Urban,Medium,2.0,11.25,No
13905,HH013906,95.28,1.0,apartment,municipal,13.83,93.32,No,Suburban,Low,2.0,7.77,No
13915,HH013916,180.02,1.0,apartment,rainwater harvesting,26.51,184.72,No,Rural,High,1,11.31,No
13918,HH013919,238.75,3.0,apartment,municipal,32.6,236.93,No,Suburban,Medium,2.0,3.45,No
13924,HH013925,307.41,2.0,apartment,municipal,47.6,308.21,No,Urban,Medium,4.0,6.71,No
